CloneGroupType,X2,EachGroup_25Percentile,CloneGroupMax,CloneGroupMin,EachGroup_Mean,EachGroup_Median,CloneGroupVariance,EachGroup_SD,X10,ShanonEntropy,NorShanonEntropy,X13,X14
1658,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1659,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1660,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
1661,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
1662,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
1663,Functions,2.50,7.00,1.00,4.00,4.00,18.00,4.242641,2,1,0.5435644431995964,NA,NA
1664,Functions,7.00,7.00,7.00,7.00,7.00,0.00,0,2,-0,1,NA,NA
1665,Functions,0.75,3.00,0.00,1.50,1.50,4.50,2.12132,2,1,NaN,NA,NA
1666,Functions,0.75,3.00,0.00,1.50,1.50,4.50,2.12132,2,1,NaN,NA,NA
1667,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
1668,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1669,Functions,0.00,3.00,0.00,0.83,0.50,1.37,1.169045,6,1.4591479170272448,NaN,NA,NA
1670,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
1671,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
1672,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1673,Functions,2.00,5.00,1.00,3.00,3.00,8.00,2.828427,2,1,0.6500224216483541,NA,NA
1674,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1675,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
1676,Functions,3.50,66.00,2.00,24.33,5.00,1304.33,36.11556,3,1.584962500721156,0.33981652198250734,NA,NA
1677,Functions,1.00,3.00,0.00,1.67,2.00,2.33,1.527525,3,1.584962500721156,NaN,NA,NA
1678,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1679,Functions,-0.25,3.00,-1.00,0.75,0.50,2.92,1.707825,4,2,NaN,NA,NA
1680,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
1681,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1682,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
1683,Functions,1.50,16.00,1.00,6.33,2.00,70.33,8.386497,3,1.584962500721156,0.4884931363139443,NA,NA
1684,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
1685,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
1686,Functions,1.50,6.00,0.00,3.00,3.00,18.00,4.242641,2,1,NaN,NA,NA
1687,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1688,Functions,2.50,4.00,1.00,3.00,4.00,3.00,1.732051,3,0.9182958340544896,0.8783471047618534,NA,NA
1689,Functions,77.25,300.00,3.00,151.50,151.50,44104.50,210.0107,2,1,0.08013604733127525,NA,NA
1690,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
1691,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1692,Functions,2.25,6.00,1.00,3.50,3.50,12.50,3.535534,2,1,0.5916727785823275,NA,NA
1693,Functions,0.75,3.00,0.00,1.50,1.50,4.50,2.12132,2,1,NaN,NA,NA
1694,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
1695,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1696,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
1697,Functions,4.25,5.00,4.00,4.50,4.50,0.50,0.7071068,2,1,0.9910760598382222,NA,NA
1698,Functions,1.50,6.00,0.00,3.00,3.00,6.67,2.581989,4,2,NaN,NA,NA
1699,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1700,Functions,0.50,10.00,0.00,3.67,1.00,30.33,5.507571,3,1.584962500721156,NaN,NA,NA
1701,Functions,2.75,5.00,2.00,3.50,3.50,4.50,2.12132,2,1,0.863120568566631,NA,NA
1702,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
1703,Functions,6.00,10.00,6.00,8.00,8.00,5.33,2.309401,4,1,0.9772170014624825,NA,NA
1704,Functions,17.00,17.00,17.00,17.00,17.00,0.00,0,2,-0,1,NA,NA
1705,Functions,19.00,19.00,19.00,19.00,19.00,0.00,0,2,-0,1,NA,NA
1706,Functions,2.75,5.00,2.00,3.50,3.50,4.50,2.12132,2,1,0.863120568566631,NA,NA
1707,Functions,2.25,6.00,1.00,3.50,3.50,12.50,3.535534,2,1,0.5916727785823275,NA,NA
1708,Functions,-0.25,2.00,-1.00,0.50,0.50,4.50,2.12132,2,1,NaN,NA,NA
1709,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1710,Functions,2.00,3.00,2.00,2.33,2.00,0.33,0.5773503,3,0.9182958340544896,0.9821410328348752,NA,NA
1711,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1712,Functions,2.50,7.00,1.00,4.00,4.00,18.00,4.242641,2,1,0.5435644431995964,NA,NA
1713,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1714,Functions,1.75,4.00,1.00,2.50,2.50,4.50,2.12132,2,1,0.7219280948873623,NA,NA
1715,Functions,2.00,12.00,2.00,5.33,2.00,33.33,5.773503,3,0.9182958340544896,0.6695919455357793,NA,NA
1716,Functions,2.25,3.00,2.00,2.50,2.50,0.50,0.7071068,2,1,0.9709505944546686,NA,NA
1717,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1718,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1719,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1720,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1721,Functions,3.00,4.00,3.00,3.33,3.00,0.33,0.5773503,3,0.9182958340544896,0.9911594714322186,NA,NA
1722,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
1723,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,3,-0,NaN,NA,NA
1724,Functions,1.75,4.00,1.00,2.50,2.50,4.50,2.12132,2,1,0.7219280948873623,NA,NA
1725,Functions,1.75,4.00,1.00,2.50,2.50,4.50,2.12132,2,1,0.7219280948873623,NA,NA
1726,Functions,1.75,4.00,1.00,2.50,2.50,4.50,2.12132,2,1,0.7219280948873623,NA,NA
1727,Functions,1.75,4.00,1.00,2.50,2.50,4.50,2.12132,2,1,0.7219280948873623,NA,NA
1728,Functions,1.75,4.00,1.00,2.50,2.50,4.50,2.12132,2,1,0.7219280948873623,NA,NA
1729,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1730,Functions,2.50,10.00,0.00,5.00,5.00,50.00,7.071068,2,1,NaN,NA,NA
1731,Functions,3.00,3.00,3.00,3.00,3.00,0.00,0,2,-0,1,NA,NA
1732,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
1733,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1734,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
1735,Functions,22.00,22.00,22.00,22.00,22.00,0.00,0,2,-0,1,NA,NA
1736,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1737,Functions,5.50,22.00,0.00,11.00,11.00,242.00,15.55635,2,1,NaN,NA,NA
1738,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
1739,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,3,-0,1,NA,NA
1740,Functions,2.00,3.00,1.00,2.33,3.00,1.33,1.154701,3,0.9182958340544896,0.9141008920185653,NA,NA
1741,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1742,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
1743,Functions,0.00,3.00,0.00,1.00,0.00,3.00,1.732051,3,0.9182958340544896,NaN,NA,NA
1744,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
1745,Functions,0.75,3.00,0.00,1.50,1.50,4.50,2.12132,2,1,NaN,NA,NA
1746,Functions,0.75,3.00,0.00,1.50,1.50,4.50,2.12132,2,1,NaN,NA,NA
1747,Functions,42.00,95.00,1.00,59.67,83.00,2617.33,51.15988,3,1.584962500721156,0.6567960001953885,NA,NA
1748,Functions,3.50,5.00,3.00,4.00,4.00,2.00,1.414214,2,1,0.954434002924965,NA,NA
1749,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1750,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1751,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,3,-0,NaN,NA,NA
1752,Functions,1.50,3.00,1.00,2.00,2.00,1.00,1,3,1.584962500721156,0.9206198357143051,NA,NA
1753,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1754,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
1755,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
1756,Functions,1.50,2.00,1.00,1.67,2.00,0.33,0.5773503,3,0.9182958340544896,0.9602297178607612,NA,NA
1757,Functions,1.00,4.00,0.00,2.00,2.00,8.00,2.828427,2,1,NaN,NA,NA
1758,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1759,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1760,Functions,1.50,3.00,1.00,2.00,2.00,1.00,1,3,1.584962500721156,0.9206198357143051,NA,NA
1761,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
1762,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
1763,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1764,Functions,2.25,3.00,2.00,2.50,2.50,0.50,0.7071068,2,1,0.9709505944546686,NA,NA
1765,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1766,Functions,21.50,83.00,1.00,42.00,42.00,3362.00,57.98276,2,1,0.09317131799548933,NA,NA
1767,Functions,1.25,5.00,0.00,2.50,2.50,12.50,3.535534,2,1,NaN,NA,NA
1768,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1769,Functions,0.00,3.00,0.00,1.00,0.00,3.00,1.732051,3,0.9182958340544896,NaN,NA,NA
1770,Functions,3.00,3.00,3.00,3.00,3.00,0.00,0,2,-0,1,NA,NA
1771,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
1772,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
1773,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1774,Functions,8.00,8.00,8.00,8.00,8.00,0.00,0,2,-0,1,NA,NA
1775,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1776,Functions,3.00,9.00,1.00,5.00,5.00,16.00,4,3,1.584962500721156,0.7766490138119516,NA,NA
1777,Functions,5.25,12.00,3.00,7.50,7.50,40.50,6.363961,2,1,0.7219280948873623,NA,NA
1778,Functions,5.25,12.00,3.00,7.50,7.50,40.50,6.363961,2,1,0.7219280948873623,NA,NA
1779,Functions,3.00,9.00,1.00,5.00,5.00,32.00,5.656854,2,1,0.4689955935892812,NA,NA
1780,Functions,2.25,3.00,2.00,2.50,2.50,0.50,0.7071068,2,1,0.9709505944546686,NA,NA
1781,Functions,11.25,39.00,2.00,20.50,20.50,684.50,26.16295,2,1,0.2811937964320427,NA,NA
1782,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1783,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1784,Functions,2.00,7.00,2.00,3.25,2.00,6.25,2.5,4,0.8112781244591328,0.8636243031319604,NA,NA
1785,Functions,1.50,6.00,0.00,3.00,3.00,18.00,4.242641,2,1,NaN,NA,NA
1786,Functions,0.00,1.00,0.00,0.33,0.00,0.33,0.5773503,3,0.9182958340544896,NaN,NA,NA
1787,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1788,Functions,2.50,7.00,1.00,4.00,4.00,18.00,4.242641,2,1,0.5435644431995964,NA,NA
1789,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
1790,Functions,1.00,17.00,0.00,6.33,2.00,86.33,9.291573,3,1.584962500721156,NaN,NA,NA
1791,Functions,0.75,17.00,0.00,5.00,1.50,64.67,8.041559,4,2,NaN,NA,NA
1792,Functions,0.00,2.00,0.00,0.50,0.00,1.00,1,4,0.8112781244591328,NaN,NA,NA
1793,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1794,Functions,6.00,6.00,6.00,6.00,6.00,0.00,0,4,-0,1,NA,NA
1795,Functions,1.50,4.00,0.00,2.33,3.00,4.33,2.081666,3,1.584962500721156,NaN,NA,NA
1796,Functions,1.75,4.00,1.00,2.50,2.50,4.50,2.12132,2,1,0.7219280948873623,NA,NA
1797,Functions,0.50,3.00,0.00,1.14,1.00,1.14,1.069045,7,1.8423709931771084,NaN,NA,NA
1798,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
1799,Functions,0.75,3.00,0.00,1.50,1.50,4.50,2.12132,2,1,NaN,NA,NA
1800,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,4,-0,1,NA,NA
1801,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1802,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1803,Functions,6.00,15.00,3.00,9.00,9.00,72.00,8.485281,2,1,0.6500224216483541,NA,NA
1804,Functions,0.00,1.00,0.00,0.33,0.00,0.33,0.5773503,3,0.9182958340544896,NaN,NA,NA
1805,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1806,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
1807,Functions,1.75,4.00,1.00,2.50,2.50,4.50,2.12132,2,1,0.7219280948873623,NA,NA
1808,Functions,0.50,8.00,0.00,3.00,1.00,19.00,4.358899,3,1.584962500721156,NaN,NA,NA
1809,Functions,0.50,1.00,0.00,0.67,1.00,0.33,0.5773503,3,0.9182958340544896,NaN,NA,NA
1810,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1811,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1812,Functions,3.25,4.00,3.00,3.50,3.50,0.50,0.7071068,2,1,0.9852281360342515,NA,NA
1813,Functions,5.25,9.00,4.00,6.50,6.50,12.50,3.535534,2,1,0.8904916402194913,NA,NA
1814,Functions,10.00,37.00,1.00,19.00,19.00,648.00,25.45584,2,1,0.17556502585750278,NA,NA
1815,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
1816,Functions,1.00,3.00,1.00,1.67,1.00,1.33,1.154701,3,0.9182958340544896,0.8649735207179273,NA,NA
1817,Functions,1.50,91.00,0.00,29.75,14.00,1806.92,42.50784,4,2,NaN,NA,NA
1818,Functions,1.50,26.00,0.00,8.00,3.00,146.67,12.1106,4,2,NaN,NA,NA
1819,Functions,37.50,150.00,0.00,75.00,75.00,11250.00,106.066,2,1,NaN,NA,NA
1820,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1821,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
1822,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
1823,Functions,2.75,5.00,2.00,3.50,3.50,4.50,2.12132,2,1,0.863120568566631,NA,NA
1824,Functions,3.25,10.00,1.00,5.50,5.50,40.50,6.363961,2,1,0.4394969869215134,NA,NA
1825,Functions,9.50,11.00,9.00,10.00,10.00,2.00,1.414214,2,1,0.9927744539878083,NA,NA
1826,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1827,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,3,-0,1,NA,NA
1828,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
1829,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
1830,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
1831,Functions,1.50,2.00,1.00,1.67,2.00,0.33,0.5773503,3,0.9182958340544896,0.9602297178607612,NA,NA
1832,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
1833,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
1834,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
1835,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1836,Functions,5.00,28.00,4.00,12.67,6.00,177.33,13.31666,3,1.584962500721156,0.6858128831725212,NA,NA
1837,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
1838,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1839,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1840,Functions,1.00,4.00,0.00,2.00,2.00,8.00,2.828427,2,1,NaN,NA,NA
1841,Functions,3.00,3.00,3.00,3.00,3.00,0.00,0,2,-0,1,NA,NA
1842,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1843,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1844,Functions,5.75,8.00,5.00,6.50,6.50,4.50,2.12132,2,1,0.9612366047228759,NA,NA
1845,Functions,4.50,15.00,1.00,8.00,8.00,98.00,9.899495,2,1,0.3372900666170139,NA,NA
1846,Functions,3.00,3.00,3.00,3.00,3.00,0.00,0,2,-0,1,NA,NA
1847,Functions,14.75,56.00,1.00,28.50,28.50,1512.50,38.89087,2,1,0.12741851179235877,NA,NA
1848,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
1849,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
1850,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
1851,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
1852,Functions,3.25,4.00,3.00,3.50,3.50,0.50,0.7071068,2,1,0.9852281360342515,NA,NA
1853,Functions,2.25,3.00,2.00,2.50,2.50,0.50,0.7071068,2,1,0.9709505944546686,NA,NA
1854,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
1855,Functions,3.50,14.00,0.00,7.00,7.00,98.00,9.899495,2,1,NaN,NA,NA
1856,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
1857,Functions,0.75,3.00,0.00,1.50,1.50,4.50,2.12132,2,1,NaN,NA,NA
1858,Functions,1.00,4.00,1.00,2.20,2.00,1.70,1.30384,5,1.9219280948873623,0.9122066329329885,NA,NA
1859,Functions,2.25,3.00,2.00,2.50,2.50,0.50,0.7071068,2,1,0.9709505944546686,NA,NA
1860,Functions,2.25,3.00,2.00,2.50,2.50,0.50,0.7071068,2,1,0.9709505944546686,NA,NA
1861,Functions,1.25,5.00,0.00,2.50,2.50,12.50,3.535534,2,1,NaN,NA,NA
1862,Functions,1.25,5.00,0.00,2.50,2.50,12.50,3.535534,2,1,NaN,NA,NA
1863,Functions,2.25,5.00,2.00,3.17,3.00,1.37,1.169045,6,1.9182958340544896,0.9689890597188714,NA,NA
1864,Functions,1.75,7.00,0.00,3.50,3.50,24.50,4.949747,2,1,NaN,NA,NA
1865,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1866,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,6,-0,1,NA,NA
1867,Functions,2.75,5.00,2.00,3.50,3.50,4.50,2.12132,2,1,0.863120568566631,NA,NA
1868,Functions,3.00,3.00,3.00,3.00,3.00,0.00,0,2,-0,1,NA,NA
1869,Functions,4.25,17.00,0.00,8.50,8.50,144.50,12.02082,2,1,NaN,NA,NA
1870,Functions,4.25,17.00,0.00,8.50,8.50,144.50,12.02082,2,1,NaN,NA,NA
1871,Functions,4.25,17.00,0.00,8.50,8.50,144.50,12.02082,2,1,NaN,NA,NA
1872,Functions,4.25,17.00,0.00,8.50,8.50,144.50,12.02082,2,1,NaN,NA,NA
1873,Functions,4.25,17.00,0.00,8.50,8.50,144.50,12.02082,2,1,NaN,NA,NA
1874,Functions,5.75,8.00,5.00,6.50,6.50,4.50,2.12132,2,1,0.9612366047228759,NA,NA
1875,Functions,5.75,8.00,5.00,6.50,6.50,4.50,2.12132,2,1,0.9612366047228759,NA,NA
1876,Functions,5.75,8.00,5.00,6.50,6.50,4.50,2.12132,2,1,0.9612366047228759,NA,NA
1877,Functions,11.50,25.00,7.00,16.00,16.00,162.00,12.72792,2,1,0.7578784625383954,NA,NA
1878,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
1879,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
1880,Functions,1.50,3.00,1.00,2.00,2.00,1.00,1,3,1.584962500721156,0.9206198357143051,NA,NA
1881,Functions,4.75,19.00,0.00,9.50,9.50,180.50,13.43503,2,1,NaN,NA,NA
1882,Functions,3.50,5.00,3.00,4.00,4.00,2.00,1.414214,2,1,0.954434002924965,NA,NA
1883,Functions,3.50,5.00,3.00,4.00,4.00,2.00,1.414214,2,1,0.954434002924965,NA,NA
1884,Functions,3.50,5.00,3.00,4.00,4.00,2.00,1.414214,2,1,0.954434002924965,NA,NA
1885,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
1886,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
1887,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
1888,Functions,7.00,7.00,7.00,7.00,7.00,0.00,0,2,-0,1,NA,NA
1889,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
1890,Functions,3.50,5.00,3.00,4.00,4.00,2.00,1.414214,2,1,0.954434002924965,NA,NA
1891,Functions,3.50,5.00,3.00,4.00,4.00,2.00,1.414214,2,1,0.954434002924965,NA,NA
1892,Functions,3.50,5.00,3.00,4.00,4.00,1.00,1,3,1.584962500721156,0.9808340377961403,NA,NA
1893,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
1894,Functions,3.50,11.00,2.00,6.00,5.00,21.00,4.582576,3,1.584962500721156,0.8200425960260092,NA,NA
1895,Functions,3.50,11.00,2.00,5.50,4.50,15.00,3.872983,4,2,0.8737297120584877,NA,NA
1896,Functions,3.50,11.00,1.00,6.00,6.00,50.00,7.071068,2,1,0.41381685030363374,NA,NA
1897,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1898,Functions,6.00,12.00,4.00,8.00,8.00,32.00,5.656854,2,1,0.8112781244591328,NA,NA
1899,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
1900,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
1901,Functions,23.50,76.00,6.00,41.00,41.00,2450.00,49.49747,2,1,0.37764632137370024,NA,NA
1902,Functions,5.25,76.00,3.00,22.75,6.00,1262.25,35.52816,4,1.5,0.4483098006898435,NA,NA
1903,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
1904,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
1905,Functions,3.00,6.00,2.00,4.00,4.00,8.00,2.828427,2,1,0.8112781244591328,NA,NA
1906,Functions,7.00,25.00,1.00,13.00,13.00,288.00,16.97056,2,1,0.23519338181924143,NA,NA
1907,Functions,42.00,42.00,42.00,42.00,42.00,0.00,0,2,-0,1,NA,NA
1908,Functions,16.00,16.00,16.00,16.00,16.00,0.00,0,2,-0,1,NA,NA
1909,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1910,Functions,6.00,6.00,6.00,6.00,6.00,0.00,0,2,-0,1,NA,NA
1911,Functions,1.00,4.00,0.00,2.00,2.00,8.00,2.828427,2,1,NaN,NA,NA
1912,Functions,5.75,17.00,2.00,9.50,9.50,112.50,10.6066,2,1,0.4854607607459134,NA,NA
1913,Functions,5.50,7.00,4.00,6.00,7.00,3.00,1.732051,3,0.9182958340544896,0.9728825026363701,NA,NA
1914,Functions,34.00,34.00,34.00,34.00,34.00,0.00,0,3,-0,1,NA,NA
1915,Functions,34.00,34.00,34.00,34.00,34.00,0.00,0,2,-0,1,NA,NA
1916,Functions,1.00,184.00,1.00,62.00,1.00,11163.00,105.6551,3,0.9182958340544896,0.06088180046129813,NA,NA
1917,Functions,5.00,5.00,5.00,5.00,5.00,0.00,0,6,-0,1,NA,NA
1918,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1919,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
1920,Functions,25.00,25.00,25.00,25.00,25.00,0.00,0,2,-0,1,NA,NA
1921,Functions,20.25,78.00,1.00,39.50,39.50,2964.50,54.44722,2,1,0.09794058271817413,NA,NA
1922,Functions,5.00,5.00,5.00,5.00,5.00,0.00,0,2,-0,1,NA,NA
1923,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
1924,Functions,6.25,19.00,2.00,10.50,10.50,144.50,12.02082,2,1,0.4537163391869448,NA,NA
