X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
376,Functions,0,0,3,1,0,3,1.732051,3
377,Functions,2,2,2,2,2,0,0,2
378,Functions,4,0,16,8,8,128,11.31371,2
379,Functions,0,0,0,0,0,0,0,2
380,Functions,2,2,2,2,2,0,0,2
381,Functions,2.25,2,3,2.5,2.5,0.5,0.7071068,2
382,Functions,2,1,10,4.5,3.5,12.3,3.507136,6
383,Functions,0,0,1,0.3333333,0,0.3333333,0.5773503,3
384,Functions,1.75,1,7,3.75,3.5,7.583333,2.753785,4
385,Functions,3,2,4,3.333333,4,1.333333,1.154701,3
386,Functions,0,-1,3,0.9090909,1,1.290909,1.136182,11
387,Functions,3.25,0,13,6.5,6.5,84.5,9.192388,2
388,Functions,2,1,7,3.8,3,6.7,2.588436,5
389,Functions,1,0,4,1.6,1,2.3,1.516575,5
390,Functions,1,1,1,1,1,0,0,2
391,Functions,1,1,1,1,1,0,0,2
392,Functions,1,1,1,1,1,0,0,2
393,Functions,1,1,1,1,1,0,0,2
394,Functions,1,1,1,1,1,0,0,2
395,Functions,1,1,1,1,1,0,0,2
396,Functions,1,0,5,1.909091,2,1.690909,1.30035,11
397,Functions,16.25,8,41,24.5,24.5,544.5,23.33452,2
398,Functions,16.25,8,41,24.5,24.5,544.5,23.33452,2
399,Functions,16.25,8,41,24.5,24.5,544.5,23.33452,2
400,Functions,16.25,8,41,24.5,24.5,544.5,23.33452,2
401,Functions,16.25,8,41,24.5,24.5,544.5,23.33452,2
402,Functions,16.25,8,41,24.5,24.5,544.5,23.33452,2
403,Functions,16.25,8,41,24.5,24.5,544.5,23.33452,2
404,Functions,0,0,0,0,0,0,0,5
405,Functions,0,0,0,0,0,0,0,4
406,Functions,6.25,1,22,11.5,11.5,220.5,14.84924,2
407,Functions,1,1,1,1,1,0,0,2
408,Functions,2,2,7,3.666667,2,8.333333,2.886751,3
409,Functions,7.5,5,15,10,10,50,7.071068,2
410,Functions,0,0,0,0,0,0,0,2
411,Functions,18,16,24,20,20,32,5.656854,2
412,Functions,2.5,1,7,4,4,18,4.242641,2
413,Functions,0,0,0,0,0,0,0,2
414,Functions,3.25,2,8,4.666667,4.5,4.666667,2.160247,6
415,Functions,4,2,8,5.6,6,6.8,2.607681,5
416,Functions,3.75,3,6,4.5,4.5,4.5,2.12132,2
417,Functions,0,0,7,2.333333,0,16.33333,4.041452,3
418,Functions,2.5,1,7,4,4,18,4.242641,2
419,Functions,0,0,2,0.8333333,0.5,0.9666667,0.9831921,6
420,Functions,2.5,1,7,4,4,18,4.242641,2
421,Functions,0.25,0,1,0.5,0.5,0.5,0.7071068,2
422,Functions,1.5,1,4,2.333333,2,2.333333,1.527525,3
423,Functions,0,0,8,1.363636,1,5.254545,2.29228,11
424,Functions,0.25,0,1,0.5,0.5,0.5,0.7071068,2
425,Functions,5,4,6,5.333333,6,1.333333,1.154701,3
426,Functions,4.75,4,7,5.5,5.5,4.5,2.12132,2
427,Functions,4.25,4,5,4.5,4.5,0.5,0.7071068,2
428,Functions,4.25,4,5,4.5,4.5,0.5,0.7071068,2
429,Functions,1,0,6,1.666667,1,4.666667,2.160247,6
430,Functions,0,0,15,2.75,1,26.21429,5.119989,8
431,Functions,3,3,3,3,3,0,0,2
432,Functions,2.5,2,53,19.33333,3,850.3333,29.16048,3
433,Functions,4,4,4,4,4,0,0,3
434,Functions,4,4,4,4,4,0,0,3
435,Functions,2.25,2,3,2.5,2.5,0.5,0.7071068,2
436,Functions,0,0,1,0.5,0.5,0.3,0.5477226,6
437,Functions,2,2,2,2,2,0,0,2
438,Functions,2.75,2,5,3.5,3.5,4.5,2.12132,2
439,Functions,5,4,8,6,6,8,2.828427,2
440,Functions,0.75,0,3,1.5,1.5,4.5,2.12132,2
441,Functions,5,5,5,5,5,0,0,3
442,Functions,2,2,2,2,2,0,0,2
443,Functions,3,2,216,74,4,15124,122.9797,3
444,Functions,1.5,1,66,23,2,1387,37.24245,3
445,Functions,3,3,3,3,3,0,0,2
446,Functions,6.5,6,30,14.33333,7,184.3333,13.57694,3
447,Functions,1.75,1,137,37,5,4454,66.73829,4
448,Functions,0.75,0,3,1.5,1.5,4.5,2.12132,2
449,Functions,0.5,0,2,1,1,2,1.414214,2
450,Functions,1.75,1,6,2.75,2,4.916667,2.217356,4
451,Functions,2,2,2,2,2,0,0,2
452,Functions,1.5,1,3,2,2,2,1.414214,2
453,Functions,0.75,0,14,3.375,1.5,22.26786,4.718883,8
454,Functions,2,2,2,2,2,0,0,2
455,Functions,0.5,0,5,1.428571,1,2.952381,1.718249,7
456,Functions,3.75,2,9,5.5,5.5,24.5,4.949747,2
457,Functions,1.25,1,2,1.5,1.5,0.5,0.7071068,2
458,Functions,-0.5,-1,1,0,0,2,1.414214,2
